index,type,start,duration
1212,"x",10906396,2799
1213,"e",10910785,133
1213,"j",10911660,599
1213,"x",10913192,4221
1214,"e",10918951,418
1214,"j",10920136,535
1214,"x",10921637,3318
1215,"e",10926529,408
1215,"j",10927622,534
1215,"x",10929135,4614
1216,"e",10935369,568
1216,"j",10936618,775
1216,"x",10938351,2579
1217,"e",10942451,276
1217,"j",10943504,1590
1217,"x",10946070,4533
1218,"e",10952082,606
1218,"j",10953409,540
1218,"x",10954938,4513
1219,"e",10960993,494
1219,"j",10962164,827
1219,"x",10963960,4245
1220,"e",10969735,359
1220,"j",10970830,820
1220,"x",10972651,3590
1221,"e",10977855,357
1221,"j",10978931,442
1221,"x",10980340,2811
1222,"e",10984658,519
1222,"j",10985868,420
1222,"x",10987318,3852
1223,"e",10992672,500
1223,"j",10993895,950
1223,"x",10995832,2294
1224,"e",10999749,534
1224,"j",11001027,707
1224,"x",11002705,4104
1225,"e",11008355,731
1225,"j",11009740,1697
1225,"x",11012390,3232
1226,"e",11017154,390
1226,"j",11018273,1101
1226,"x",11020483,3850
1227,"e",11025909,470
1227,"j",11027050,955
1227,"x",11029008,2712
1228,"e",11033323,661
1228,"j",11034718,3822
1228,"x",11039508,3934
1229,"e",11044968,252
1229,"j",11046038,563
1229,"x",11047573,2738
1230,"e",11051954,450
1230,"j",11053217,443
1230,"x",11054673,4313
1231,"e",11060511,749
1231,"j",11061930,856
1231,"x",11063763,3655
1232,"e",11068971,477
1232,"j",11070241,414
1232,"x",11071655,4657
1233,"e",11077831,406
1233,"j",11078981,1473
1233,"x",11081452,2962
1234,"e",11085961,469
1234,"j",11087084,757
1234,"x",11088810,4352
1235,"e",11094672,291
1235,"j",11095685,799
1235,"x",11097495,2647
1236,"e",11101743,587
1236,"j",11103012,442
1236,"x",11104416,2725
1237,"e",11108666,595
1237,"j",11110004,817
1237,"x",11111774,4272
1238,"e",11117559,482
1238,"j",11118831,1756
1238,"x",11121571,4634
1239,"e",11127695,529
1239,"j",11128919,804
1239,"x",11130694,4441
1240,"e",11136627,666
1240,"j",11137993,631
1240,"x",11139579,4692
1241,"e",11149056,533
1241,"j",11150304,1231
1241,"x",11152531,3753
1242,"e",11157842,558
1242,"j",11159114,627
1242,"x",11160754,4420
1243,"e",11166658,598
1243,"j",11167967,740
1243,"x",11169713,3330
1244,"e",11174616,391
1244,"j",11175837,562
1244,"x",11177361,3597
1245,"e",11182722,781
1245,"j",11184232,557
1245,"x",11185660,4005
1246,"e",11191256,454
1246,"j",11192352,633
1246,"x",11193993,4470
1247,"e",11200095,433
1247,"j",11201221,1629
1247,"x",11203855,3803
1248,"e",11209296,576
1248,"j",11210564,504
1248,"x",11212032,4608
1249,"e",11218147,679
1249,"j",11219539,863
1249,"x",11221394,4648
1250,"e",11227596,492
1250,"j",11228761,1682
1250,"x",11231403,3012
1251,"e",11235934,666
1251,"j",11237307,1002
1251,"x",11239388,4796
1252,"e",11245761,298
1252,"j",11246778,317
1252,"x",11248047,3500
1253,"e",11253147,314
1253,"j",11254185,284
1253,"x",11255421,3517
1254,"e",11260542,341
1254,"j",11261599,1976
1254,"x",11264587,3314
1255,"e",11269455,274
1255,"j",11270401,928
1255,"x",11272325,3253
1256,"e",11277176,378
1256,"j",11278287,718
1256,"x",11279958,4623
1257,"e",11286116,707
1257,"j",11287519,452
1257,"x",11288977,2269
1258,"e",11292751,561
1258,"j",11294079,1786
1258,"x",11296266,3414
1259,"e",11301340,384
1259,"j",11302441,404
1259,"x",11303840,3655
1260,"e",11309065,939
1260,"j",11310738,1120
1260,"x",11312869,3742
1261,"e",11318180,431
1261,"j",11319324,1761
1261,"x",11322047,3769
1262,"e",11327398,543
1262,"j",11328670,592
1262,"x",11330314,3844
1263,"e",11335764,356
1263,"j",11336894,1740
1263,"x",11339606,4465
1264,"e",11345556,586
1264,"j",11346861,836
1264,"x",11348685,3936
1265,"e",11354158,403
1265,"j",11355276,482
1265,"x",11356820,3261
1266,"e",11361690,647
1266,"j",11363037,1612
1266,"x",11365622,4682
1267,"e",11371860,506
1267,"j",11373155,709
1267,"x",11374830,5086
1268,"e",11381410,439
1268,"j",11382687,707
1268,"x",11384357,5356
1269,"e",11391323,507
1269,"j",11392546,1614
1269,"x",11395046,3068
1270,"e",11399770,306
1270,"j",11400816,3395
1270,"x",11405172,3552
1271,"e",11410371,484
1271,"j",11411542,1533
1271,"x",11414051,4944
1272,"e",11420619,562
1272,"j",11421925,599
1272,"x",11423479,4217
1273,"e",11429212,726
1273,"j",11430628,2096
1273,"x",11433711,4578
1274,"e",11439791,390
1274,"j",11440978,452
1274,"x",11442421,4031
1275,"e",11447950,526
1275,"j",11449201,1734
1275,"x",11451926,4109
1276,"e",11457677,670
1276,"j",11459058,995
1276,"x",11461020,3528
1277,"e",11466038,576
1277,"j",11467391,1681
1277,"x",11470054,3721
1278,"e",11475301,393
1278,"j",11476455,471
1278,"x",11477975,4008
1279,"e",11486973,421
1279,"j",11488133,767
1279,"x",11489877,4825
1280,"e",11496215,520
1280,"j",11497448,745
1280,"x",11499176,3832
1281,"e",11504550,822
1281,"j",11506050,735
1281,"x",11507759,3826
1282,"e",11513134,547
1282,"j",11514427,1783
1282,"x",11517187,4146
1283,"e",11522973,498
1283,"j",11524270,736
1283,"x",11525967,2874
1284,"e",11530388,663
1284,"j",11531787,683
1284,"x",11533443,3394
1285,"e",11538395,699
1285,"j",11539816,700
1285,"x",11541489,3052
1286,"e",11546132,536
1286,"j",11547399,589
1286,"x",11548870,3793
1287,"e",11554163,431
1287,"j",11555340,389
1287,"x",11556696,3333
1288,"e",11561599,701
1288,"j",11563046,1583
1288,"x",11565617,4915
1289,"e",11572147,614
1289,"j",11573561,964
1289,"x",11575522,4330
1290,"e",11581361,348
1290,"j",11582442,929
1290,"x",11584250,4941
1291,"e",11590683,493
1291,"j",11591900,707
1291,"x",11593614,4756
1292,"e",11599877,461
1292,"j",11601048,736
1292,"x",11602736,3455
1293,"e",11607723,580
1293,"j",11609014,434
1293,"x",11610430,4465
1294,"e",11616479,293
1294,"j",11617501,560
1294,"x",11618973,5346
1295,"e",11625859,521
1295,"j",11627123,757
1295,"x",11628870,2408
1296,"e",11632841,386
1296,"j",11634025,1068
1296,"x",11636046,5057
1297,"e",11642752,412
1297,"j",11643929,2261
1297,"x",11647106,3541
1298,"e",11652131,749
1298,"j",11653684,732
1298,"x",11655372,3838
1299,"e",11660770,696
1299,"j",11662105,3675
1299,"x",11666751,3182
1300,"e",11671431,584
1300,"j",11672818,2794
1300,"x",11676573,4569
1301,"e",11691727,751
1301,"j",11693128,1402
1301,"x",11695519,3546
1302,"e",11700561,722
1302,"j",11701968,808
1302,"x",11703718,4141
1303,"e",11709367,741
1303,"j",11710794,920
1303,"x",11712663,5056
1304,"e",11719234,749
1304,"j",11720673,467
1304,"x",11722111,3904
1305,"e",11727591,708
1305,"j",11728948,739
1305,"x",11730631,2672
1306,"e",11734839,736
1306,"j",11736221,794
1306,"x",11737991,3988
1307,"e",11743526,630
1307,"j",11744848,2728
1307,"x",11748518,4828
1308,"e",11754846,821
1308,"j",11756328,552
1308,"x",11757844,4470
1309,"e",11763798,654
1309,"j",11765156,459
1309,"x",11766634,3013
1310,"e",11771131,784
1310,"j",11772612,557
1310,"x",11774129,3602
1311,"e",11779238,605
1311,"j",11780523,378
1311,"x",11781876,4341
1312,"e",11787808,516
1312,"j",11788952,429
1312,"x",11790350,2967
1313,"e",11794784,688
1313,"j",11796178,594
1313,"x",11797716,2808
1314,"e",11802046,583
1314,"j",11803282,1460
1314,"x",11805717,2929
1315,"e",11810214,638
1315,"j",11811532,328
1315,"x",11812854,4263
1316,"e",11818704,881
1316,"j",11820225,815
1316,"x",11821997,2640
1317,"e",11826164,619
1317,"j",11827423,1300
1317,"x",11829722,3072
1318,"e",11834396,728
1318,"j",11835753,829
1318,"x",11837552,2717
1319,"e",11841748,364
1319,"j",11842956,475
1319,"x",11844402,4340
1320,"e",11850350,829
1320,"j",11851817,1078
1320,"x",11853858,3604
1321,"e",11858965,507
1321,"j",11860133,511
1321,"x",11861623,4353
1322,"e",11867392,389
1322,"j",11868565,3517
1322,"x",11873127,2528
1323,"e",11877176,698
1323,"j",11878527,784
1323,"x",11880257,2773
1324,"e",11884548,916
1324,"j",11886109,720
1324,"x",11887791,4208
1325,"e",11893467,525
1325,"j",11894714,703
1325,"x",11896394,3542
1326,"e",11901440,756
1326,"j",11902865,863
1326,"x",11904694,3899
1327,"e",11910128,637
1327,"j",11911529,654
1327,"x",11913143,3517
1328,"e",11918138,531
1328,"j",11919299,2657
1328,"x",11922965,3018
1329,"e",11927454,427
1329,"j",11928620,384
1329,"x",11930010,3889
1330,"e",11935389,747
1330,"j",11936801,946
1330,"x",11938696,3098
1331,"e",11943265,692
1331,"j",11944597,1067
1331,"x",11946621,3554
1332,"e",11951767,627
1332,"j",11953121,797
1332,"x",11954955,4196
1333,"e",11960618,832
1333,"j",11962080,531
1333,"x",11963718,3393
1334,"e",11968583,692
1334,"j",11969888,835
1334,"x",11971788,3392
1335,"e",11976778,255
1335,"j",11977792,721
1335,"x",11979548,3411
1336,"e",11984432,520
1336,"j",11985602,389
1336,"x",11987028,3984
1337,"e",11992486,663
1337,"j",11993757,359
1337,"x",11995078,2420
1338,"e",11999032,761
1338,"j",12000491,715
1338,"x",12002171,3441
1339,"e",12007146,846
1339,"j",12008625,269
1339,"x",12009859,4816
1340,"e",12016167,693
1340,"j",12017548,962
1340,"x",12019466,4409
1341,"e",12028663,421
1341,"j",12029789,754
1341,"x",12031509,4680
1342,"e",12037678,685
1342,"j",12039045,620
1342,"x",12040699,4108
1343,"e",12046336,986
1343,"j",12047970,2212
1343,"x",12051168,4625
1344,"e",12057327,807
1344,"j",12058791,595
1344,"x",12060429,3855
1345,"e",12065831,566
1345,"j",12067106,1813
1345,"x",12069949,3065
1346,"e",12074588,1084
1346,"j",12076396,591
1346,"x",12077947,3672
1347,"e",12083133,769
1347,"j",12084563,2780
1347,"x",12088312,4185
1348,"e",12093969,896
1348,"j",12095594,571
1348,"x",12097158,5146
1349,"e",12103914,252
1349,"j",12104938,525
1349,"x",12106471,3756
1350,"e",12111779,673
1350,"j",12113190,2293
1350,"x",12116504,3040
1351,"e",12121133,658
1351,"j",12122551,1913
1351,"x",12125454,6138
1352,"e",12133133,714
1352,"j",12134501,2069
1352,"x",12137596,4250
1353,"e",12143296,784
1353,"j",12144721,2751
1353,"x",12148457,2301
1354,"e",12152348,531
1354,"j",12153520,417
1354,"x",12155460,3643
1355,"e",12160665,606
1355,"j",12161951,591
1355,"x",12163507,3519
1356,"e",12168548,620
1356,"j",12169782,453
1356,"x",12171232,4322
1357,"e",12177090,508
1357,"j",12178240,2703
1357,"x",12181895,3076
1358,"e",12186503,903
1358,"j",12188062,503
1358,"x",12189577,4347
1359,"e",12195411,496
1359,"j",12196745,792
1359,"x",12198508,3454
1360,"e",12203497,934
1360,"j",12205073,470
1360,"x",12206498,3415
1361,"e",12211504,430
1361,"j",12212670,511
1361,"x",12214166,2956
1362,"e",12218726,755
1362,"j",12220108,1791
1362,"x",12222870,4560
1363,"e",12228906,620
1363,"j",12230165,405
1363,"x",12231527,3288
1364,"e",12236346,587
1364,"j",12237581,565
1364,"x",12239091,5098
1365,"e",12245486,894
1365,"j",12247063,549
1365,"x",12248636,2518
1366,"e",12252726,679
1366,"j",12254075,2123
1366,"x",12257160,2790
1367,"e",12261602,796
1367,"j",12263052,797
1367,"x",12264824,3832
1368,"e",12270111,518
1368,"j",12271406,813
1368,"x",12273251,3923
1369,"e",12278756,794
1369,"j",12280221,616
1369,"x",12281803,3179
1370,"e",12286518,620
1370,"j",12287797,722
1370,"x",12289526,4183
1371,"e",12295364,524
1371,"j",12296528,2906
1371,"x",12300455,2810
1372,"e",12304749,618
1372,"j",12306042,395
1372,"x",12307489,3932
1373,"e",12312934,332
1373,"j",12314111,934
1373,"x",12315993,3027
1374,"e",12320665,724
1374,"j",12322002,616
1374,"x",12323699,3345
1375,"e",12328549,635
1375,"j",12329836,1916
1375,"x",12332700,3246
1376,"e",12337437,601
1376,"j",12338685,305
1376,"x",12339969,2567
1377,"e",12343988,328
1377,"j",12345137,1770
1377,"x",12347900,2946
1378,"e",12352350,592
1378,"j",12353693,3318
1378,"x",12357964,3939
1379,"e",12366880,1008
1379,"j",12368556,690
1379,"x",12370216,4182
1380,"e",12375927,1181
1380,"j",12377772,897
1380,"x",12379724,4792
1381,"e",12385970,555
1381,"j",12387197,637
1381,"x",12388801,2899
1382,"e",12393189,964
1382,"j",12394806,680
1382,"x",12396455,3827
1383,"e",12401749,1179
1383,"j",12403700,588
1383,"x",12405311,4315
1384,"e",12411178,976
1384,"j",12412795,2359
1384,"x",12416106,4952
1385,"e",12422625,719
1385,"j",12424025,1333
1385,"x",12426318,3279
1386,"e",12431056,1041
1386,"j",12432697,714
1386,"x",12434367,3250
1387,"e",12439080,847
1387,"j",12440605,981
1387,"x",12442601,3701
1388,"e",12447812,812
1388,"j",12449275,814
1388,"x",12451114,3952
1389,"e",12456733,671
1389,"j",12458071,783
1389,"x",12459886,3116
1390,"e",12464517,576
1390,"j",12465900,727
1390,"x",12467587,5160
1391,"e",12474260,679
1391,"j",12475609,1779
1391,"x",12478359,4257
1392,"e",12484094,695
1392,"j",12485477,1829
1392,"x",12488268,3208
1393,"e",12492971,600
1393,"j",12494203,714
1393,"x",12495894,3307
1394,"e",12500671,928
1394,"j",12502256,723
1394,"x",12503963,3816
1395,"e",12509323,674
1395,"j",12510642,813
1395,"x",12512424,3644
1396,"e",12517582,1074
1396,"j",12519352,982
1396,"x",12521292,3332
1397,"e",12526114,733
1397,"j",12527452,605
1397,"x",12529052,3274
1398,"e",12533900,555
1398,"j",12535144,753
1398,"x",12536849,3870
1399,"e",12542198,745
1399,"j",12543713,3300
1399,"x",12547970,4458
1400,"e",12553969,727
1400,"j",12555360,1337
1400,"x",12557678,4463
1401,"e",12572542,443
1401,"j",12573755,1342
1401,"x",12576070,3442
1402,"e",12581106,655
1402,"j",12582498,914
1402,"x",12584405,3628
1403,"e",12589676,436
1403,"j",12590787,734
1403,"x",12592489,3212
1404,"e",12597189,460
1404,"j",12598355,815
1404,"x",12600166,3792
1405,"e",12605522,614
1405,"j",12606855,709
1405,"x",12608547,4235
1406,"e",12614301,534
1406,"j",12615493,2228
1406,"x",12618766,2659
1407,"e",12622959,558
1407,"j",12624198,1957
1407,"x",12627117,3072
1408,"e",12631817,592
1408,"j",12633234,813
1408,"x",12635017,4287
1409,"e",12640836,519
1409,"j",12642000,480
1409,"x",12643452,3223
1410,"e",12648177,601
1410,"j",12649472,566
1410,"x",12651033,1993
1411,"e",12654534,624
1411,"j",12655885,699
1411,"x",12657553,3498
1412,"e",12662677,549
1412,"j",12664018,754
1412,"x",12665728,4297
1413,"e",12671594,437
1413,"j",12672711,972
1413,"x",12674699,3224
1414,"e",12679530,381
1414,"j",12680748,941
1414,"x",12682745,3192
1415,"e",12687422,432
1415,"j",12688585,849
1415,"x",12690392,3798
1416,"e",12695717,602
1416,"j",12697028,815
1416,"x",12698850,3717
1417,"e",12704232,280
1417,"j",12705270,877
1417,"x",12707130,3351
1418,"e",12711986,467
1418,"j",12713142,1432
1418,"x",12715543,4204
1419,"e",12721295,735
1419,"j",12722730,870
1419,"x",12724552,3331
1420,"e",12729414,632
1420,"j",12730773,734
1420,"x",12732501,2687
1421,"e",12736789,769
1421,"j",12738222,680
1421,"x",12739910,4208
1422,"e",12745669,332
1422,"j",12746672,577
1422,"x",12748210,2737
1423,"e",12752604,243
1423,"j",12753582,1709
1423,"x",12756287,3530
1424,"e",12761319,795
1424,"j",12762809,1131
1424,"x",12764893,2610
1425,"e",12769013,642
1425,"j",12770304,957
1425,"x",12772213,3170
1426,"e",12776940,447
1426,"j",12778174,662
1426,"x",12779791,3747
1427,"e",12785196,577
1427,"j",12786447,382
1427,"x",12787793,3798
1428,"e",12793150,446
1428,"j",12794272,1061
1428,"x",12796295,2330
1429,"e",12800144,435
1429,"j",12801390,1702
1429,"x",12804065,3812
1430,"e",12809403,675
1430,"j",12810744,970
1430,"x",12812718,3898
1431,"e",12818146,451
1431,"j",12819290,585
1431,"x",12820914,3516
1432,"e",12825973,680
1432,"j",12827321,964
1432,"x",12829262,2663
1433,"e",12833608,737
1433,"j",12835050,675
1433,"x",12836655,4102
1434,"e",12842262,392
1434,"j",12843442,501
1434,"x",12844950,2666
1435,"e",12849128,672
1435,"j",12850507,2712
1435,"x",12854205,3049
1436,"e",12858773,213
1436,"j",12859672,659
1436,"x",12861293,2627
1437,"e",12865443,392
1437,"j",12866573,219
1437,"x",12867756,3083
1438,"e",12872368,604
1438,"j",12873673,855
1438,"x",12875487,3197
1439,"e",12880242,705
1439,"j",12881619,853
1439,"x",12883434,3419
1440,"e",12888469,577
1440,"j",12889759,831
1440,"x",12891556,4060
1441,"e",12897986,724
1441,"j",12900386,1676
1441,"x",12903015,3685
1442,"e",12908239,699
1442,"j",12909655,1726
1442,"x",12912472,4113
1443,"e",12918116,381
1443,"j",12919206,2323
1443,"x",12922528,3969
1444,"e",12928014,504
1444,"j",12929166,2073
1444,"x",12932225,2511
1445,"e",12936299,281
1445,"j",12937267,1744
1445,"x",12939985,3588
1446,"e",12945089,626
1446,"j",12946420,664
1446,"x",12948076,3310
1447,"e",12952873,852
1447,"j",12954382,2026
1447,"x",12957402,3949
1448,"e",12962913,634
1448,"j",12964253,2871
1448,"x",12968168,3532
1449,"e",12973293,517
1449,"j",12974497,917
1449,"x",12976409,2911
1450,"e",12980906,695
1450,"j",12982294,710
1450,"x",12984034,3222
1451,"e",12988852,448
1451,"j",12990004,652
1451,"x",12991638,2982
1452,"e",12996171,427
1452,"j",12997254,2261
1452,"x",13000469,3406
1453,"e",13005462,442
1453,"j",13006593,610
1453,"x",13008223,3811
1454,"e",13013590,622
1454,"j",13014898,977
1454,"x",13016847,4427
1455,"e",13022797,959
1455,"j",13024457,822
1455,"x",13026274,4694
1456,"e",13032535,557
1456,"j",13033764,582
1456,"x",13035352,2752
1457,"e",13039738,420
1457,"j",13040897,574
1457,"x",13042424,3633
1458,"e",13047572,510
1458,"j",13048760,1662
1458,"x",13051456,3547
1459,"e",13056496,608
1459,"j",13057779,269
1459,"x",13058995,4744
1460,"e",13065258,608
1460,"j",13066506,420
1460,"x",13067893,3747
1461,"e",13073214,393
1461,"j",13074353,524
1461,"x",13075855,3333
1462,"e",13080827,639
1462,"j",13082137,2647
1462,"x",13085796,3205
1463,"e",13090532,357
1463,"j",13091725,410
1463,"x",13093112,2570
1464,"e",13097208,453
1464,"j",13098384,826
1464,"x",13100223,3709
1465,"e",13105467,701
1465,"j",13106842,572
1465,"x",13108363,3622
1466,"e",13113492,551
1466,"j",13114711,616
1466,"x",13116306,4280
1467,"e",13122185,420
1467,"j",13123261,232
1467,"x",13124546,3635
1468,"e",13129710,440
1468,"j",13130916,1582
1468,"x",13133428,4067
1469,"e",13139071,477
1469,"j",13140239,1190
1469,"x",13142373,3313
1470,"e",13147226,793
1470,"j",13148718,610
1470,"x",13150338,3344
1471,"e",13155246,433
1471,"j",13156419,107
1471,"x",13157478,4526
1472,"e",13163601,188
1472,"j",13164661,2238
1472,"x",13167905,4015
1473,"e",13173433,655
1473,"j",13174788,813
1473,"x",13176627,3168
1474,"e",13181334,495
1474,"j",13182559,642
1474,"x",13184162,2717
1475,"e",13188399,417
1475,"j",13189533,863
1475,"x",13191432,2038
1476,"e",13195054,623
1476,"j",13196398,602
1476,"x",13197971,3643
1477,"e",13203183,470
1477,"j",13204435,725
1477,"x",13206156,4523
1478,"e",13212214,334
1478,"j",13213221,611
1478,"x",13214772,3292
1479,"e",13223062,599
1479,"j",13224404,720
1479,"x",13226080,4075
1480,"e",13231782,356
1480,"j",13232788,964
1480,"x",13234758,3947
1481,"e",13240244,426
1481,"j",13241379,542
1481,"x",13242894,3555
1482,"e",13247975,572
1482,"j",13249214,806
1482,"x",13250996,2303
1483,"e",13254843,355
1483,"j",13255870,2407
1483,"x",13259236,3909
1484,"e",13264642,706
1484,"j",13266054,808
1484,"x",13267838,3824
1485,"e",13273277,408
1485,"j",13274325,715
1485,"x",13276037,2703
1486,"e",13280293,412
1486,"j",13281441,585
1486,"x",13283024,3853
1487,"e",13288482,677
1487,"j",13289934,934
1487,"x",13291829,3732
1488,"e",13297059,888
1488,"j",13298650,2043
1488,"x",13301662,4696
1489,"e",13307860,708
1489,"j",13309256,966
1489,"x",13311172,3758
1490,"e",13316441,374
1490,"j",13317559,528
1490,"x",13319056,3277
1491,"e",13323877,390
1491,"j",13324993,840
1491,"x",13326798,3857
1492,"e",13332209,507
1492,"j",13333420,405
1492,"x",13334819,4389
1493,"e",13340739,454
1493,"j",13341920,2628
1493,"x",13345509,3455
1494,"e",13350562,444
1494,"j",13351641,711
1494,"x",13353313,3793
1495,"e",13358626,447
1495,"j",13359745,759
1495,"x",13361475,4606
1496,"e",13367620,917
1496,"j",13369245,1450
1496,"x",13371671,4254
1497,"e",13377521,548
1497,"j",13378768,704
1497,"x",13380444,3646
1498,"e",13385579,298
1498,"j",13386622,857
1498,"x",13388494,3621
1499,"e",13393672,356
1499,"j",13394702,2541
1499,"x",13398148,2744
1500,"e",13402379,391
1500,"j",13403474,730
1500,"x",13405153,3394
1501,"e",13426123,575
1501,"j",13427331,1287
1501,"x",13429603,3000
1502,"e",13434080,733
1502,"j",13435436,698
1502,"x",13437149,3186
1503,"e",13441842,767
1503,"j",13443251,822
1503,"x",13445022,4820
1504,"e",13451311,802
1504,"j",13452756,2216
1504,"x",13455978,3601
1505,"e",13461041,819
1505,"j",13462573,1050
1505,"x",13464600,3980
1506,"e",13470189,283
1506,"j",13471211,406
1506,"x",13472598,4282
1507,"e",13478384,463
1507,"j",13479664,677
1507,"x",13481312,4807
1508,"e",13487589,754
1508,"j",13489005,863
1508,"x",13490817,4450
1509,"e",13496778,780
1509,"j",13498185,561
1509,"x",13499709,3335
1510,"e",13504684,550
1510,"j",13505910,225
1510,"x",13507125,3245
1511,"e",13511845,737
1511,"j",13513308,749
1511,"x",13515017,3783
1512,"e",13520292,491
1512,"j",13521450,518
1512,"x",13522976,3001
1513,"e",13527462,734
1513,"j",13528869,502
1513,"x",13530410,3811
1514,"e",13535745,615
1514,"j",13537110,1848
1514,"x",13539968,5379
1515,"e",13546811,788
1515,"j",13548343,861
1515,"x",13550161,3234
1516,"e",13554901,660
1516,"j",13556281,813
1516,"x",13558088,4391
1517,"e",13563978,639
1517,"j",13565221,719
1517,"x",13566918,3812
1518,"e",13572401,194
1518,"j",13573422,424
1518,"x",13574873,3506
1519,"e",13579899,389
1519,"j",13581065,420
1519,"x",13582473,3598
1520,"e",13587604,587
1520,"j",13588839,718
1520,"x",13590567,2070
1521,"e",13594160,781
1521,"j",13595606,709
1521,"x",13597282,3791
1522,"e",13602601,892
1522,"j",13604122,1016
1522,"x",13606099,3585
1523,"e",13611142,747
1523,"j",13612577,820
1523,"x",13614403,4059
1524,"e",13620029,748
1524,"j",13621475,839
1524,"x",13623296,3299
1525,"e",13628113,826
1525,"j",13629582,664
1525,"x",13631258,3969
1526,"e",13636698,581
1526,"j",13637971,839
1526,"x",13639773,4921
1527,"e",13646168,738
1527,"j",13647625,1079
1527,"x",13649721,4535
1528,"e",13655795,679
1528,"j",13657145,660
1528,"x",13658841,2850
1529,"e",13663199,895
1529,"j",13664787,710
1529,"x",13666449,3557
1530,"e",13671509,642
1530,"j",13672800,1801
1530,"x",13675620,3370
1531,"e",13680469,491
1531,"j",13681714,1662
1531,"x",13684328,2804
1532,"e",13688653,630
1532,"j",13690025,1999
1532,"x",13692964,2836
1533,"e",13697277,639
1533,"j",13698532,541
1533,"x",13700036,2989
1534,"e",13704570,497
1534,"j",13705686,397
1534,"x",13707102,3382
1535,"e",13712002,727
1535,"j",13713383,787
1535,"x",13715188,2803
1536,"e",13719508,788
1536,"j",13720937,720
1536,"x",13722606,5411
1537,"e",13729491,651
1537,"j",13730841,458
1537,"x",13732315,2968
1538,"e",13736742,735
1538,"j",13738213,408
1538,"x",13739625,2722
1539,"e",13743881,743
1539,"j",13745244,821
1539,"x",13747069,2651
1540,"e",13751212,696
1540,"j",13752561,713
1540,"x",13754295,3408
1541,"e",13762497,1023
1541,"j",13764158,1842
1541,"x",13766974,4372
1542,"e",13772844,433
1542,"j",13774019,1083
1542,"x",13776105,2722
1543,"e",13780469,791
1543,"j",13781893,1844
1543,"x",13784697,3652
1544,"e",13789865,934
1544,"j",13791412,2109
1544,"x",13794557,3858
1545,"e",13799913,732
1545,"j",13801418,1120
1545,"x",13803537,4692
1546,"e",13809781,533
1546,"j",13811009,636
1546,"x",13812622,3811
1547,"e",13817931,1096
1547,"j",13819695,745
1547,"x",13821451,3086
1548,"e",13826035,1099
1548,"j",13827793,2770
1548,"x",13831558,5543
1549,"e",13838579,707
1549,"j",13839893,516
1549,"x",13841424,3079
1550,"e",13846007,628
1550,"j",13847268,615
1550,"x",13848858,3426
1551,"e",13853775,783
1551,"j",13855196,431
1551,"x",13856591,4568
1552,"e",13862663,926
1552,"j",13864204,814
1552,"x",13866069,4397
1553,"e",13872051,563
1553,"j",13873270,789
1553,"x",13875038,3602
1554,"e",13880185,777
1554,"j",13881690,799
1554,"x",13883587,4998
1555,"e",13890122,419
1555,"j",13891252,543
1555,"x",13892760,4818
1556,"e",13899167,605
1556,"j",13900422,1606
1556,"x",13903023,3670
1557,"e",13908233,738
1557,"j",13909621,674
1557,"x",13911345,2716
1558,"e",13915545,962
1558,"j",13917160,2083
1558,"x",13920232,4689
1559,"e",13926448,800
1559,"j",13927915,1785
1559,"x",13930707,4033
1560,"e",13936249,744
1560,"j",13937608,598
1560,"x",13939205,4371
1561,"e",13945120,706
1561,"j",13946516,673
1561,"x",13948172,3389
1562,"e",13953055,497
1562,"j",13954277,471
1562,"x",13955747,4113
1563,"e",13961404,588
1563,"j",13962623,398
1563,"x",13964008,3598
1564,"e",13969335,505
1564,"j",13970514,366
1564,"x",13971844,3085
1565,"e",13976454,552
1565,"j",13977654,421
1565,"x",13979055,4130
1566,"e",13984632,603
1566,"j",13985863,432
1566,"x",13987267,3614
1567,"e",13992388,761
1567,"j",13993810,2150
1567,"x",13996913,4031
1568,"e",14002460,531
1568,"j",14003651,2106
1568,"x",14006749,3734
1569,"e",14012002,891
1569,"j",14013526,685
1569,"x",14015162,3544
1570,"e",14020173,844
1570,"j",14021672,3165
1570,"x",14025833,3422
1571,"e",14030720,659
1571,"j",14032226,551
1571,"x",14033781,3751
1572,"e",14038983,548
1572,"j",14040343,509
1572,"x",14041916,2927
1573,"e",14046491,1058
1573,"j",14048198,2517
1573,"x",14051690,4360
1574,"e",14057584,1100
1574,"j",14059331,1838
1574,"x",14062166,4902
1575,"e",14068540,745
1575,"j",14070038,675
1575,"x",14071694,4172
1576,"e",14077315,931
1576,"j",14078875,1069
1576,"x",14080983,3036
1577,"e",14085621,767
1577,"j",14086991,2432
1577,"x",14090424,3038
1578,"e",14095026,817
1578,"j",14096464,2508
1578,"x",14099950,4184
1579,"e",14109116,726
1579,"j",14110554,958
1579,"x",14112467,4628
1580,"e",14118572,698
1580,"j",14120057,690
1580,"x",14121773,4403
1581,"e",14127664,919
1581,"j",14129235,948
1581,"x",14131139,3446
1582,"e",14136054,646
1582,"j",14137387,674
1582,"x",14139041,3190
1583,"e",14143685,890
1583,"j",14145226,579
1583,"x",14146760,4381
1584,"e",14152621,653
1584,"j",14153898,1755
1584,"x",14156622,3335
1585,"e",14161440,963
1585,"j",14163059,665
1585,"x",14164734,3493
1586,"e",14169787,772
1586,"j",14171238,496
1586,"x",14172694,3592
1587,"e",14177802,650
